"Mineral Name","Mineral Name (plain)","IMA Chemistry (plain)","IMA Mineral Symbol"
"Eurekadumpite","Eurekadumpite","(Cu,Zn)16(Te4+O3)2(AsO4)3Cl(OH)18·7H2O","Eur"
"Euxenite-(Y)","Euxenite-(Y)","(Y,Ca,Ce,U,Th)(Nb,Ta,Ti)2O6","Eux-Y"
"Evansite","Evansite","Al3(PO4)(OH)6·8H2O","Evn"
"Evdokimovite","Evdokimovite","Tl4(VO)3(SO4)5(H2O)5","Evd"
"Eveite","Eveite","Mn2+2(AsO4)(OH)","Ev"
"Evenkite","Evenkite","C23H48","Evk"
"Eveslogite","Eveslogite","(Ca,K,Na,Sr,Ba)48(Ti,Nb,Fe,Mn)12(OH)12Si48O144(OH,F,Cl)14","Evl"
"Evseevite","Evseevite","Na2Mg(AsO4)F","Evs"
"Ewaldite","Ewaldite","Ba(Na,Ca,Y,Ce,K)(CO3)2·2.6H2O","Ew"
"Ewingite","Ewingite","Mg8Ca8(UO2)24(CO3)30O4(OH)12(H2O)138","Ewg"
"Eylettersite","Eylettersite","Th0.75Al3(PO4)2(OH)6","Eyl"
"Eyselite","Eyselite","Fe3+Ge4+3O7(OH)","Eys"
"Ezcurrite","Ezcurrite","Na2B5O7(OH)3·2H2O","Ezc"
"Eztlite","Eztlite","Pb2Fe3+3(Te4+O3)3(SO4)O2Cl","Ez"
"Fabianite","Fabianite","CaB3O5(OH)","Fbn"
"Fabrièsite","Fabriesite","Na3Al3Si3O12·2H2O","Fab"
"Faheyite","Faheyite","Be2Mn2+Fe3+2(PO4)4·6H2O","Fah"
"Fahleite","Fahleite","CaZn5Fe3+2(AsO4)6·14H2O","Fhl"
"Fairbankite","Fairbankite","Pb2+12(Te4+O3)11(SO4)","Fbk"
"Fairchildite","Fairchildite","K2Ca(CO3)2","Fch"
"Fairfieldite","Fairfieldite","Ca2Mn2+(PO4)2·2H2O","Ffd"
"Faizievite","Faizievite","Li6K2Na(Ca6Na)Ti4(Si6O18)2(Si12O30)F2","Fai"
"Falcondoite","Falcondoite","Ni4Si6O15(OH)2·6H2O","Fcd"
"Falgarite","Falgarite","K4(VO)3(SO4)5","Fal"
"Falkmanite","Falkmanite","Pb3Sb2S6","Fmn"
"Falottaite","Falottaite","MnC2O4·3H2O","Flt"
"Falsterite","Falsterite","Ca2MgMn2+2Fe2+2Fe3+2Zn4(PO4)8(OH)4(H2O)14","Fls"
"Famatinite","Famatinite","Cu3SbS4","Fam"
"Fanfaniite","Fanfaniite","Ca4Mn2+Al4(PO4)6(OH)4·12H2O","Ffa"
"Fangite","Fangite","Tl3AsS4","Fg"
"Fantappièite","Fantappieite","[Na82.5Ca33K16.5]Σ=132(Si99Al99O396)(SO4)33·6H2O","Ftp"
"Farneseite","Farneseite","Na46Ca10(Si42Al42O168)(SO4)12·6H2O","Far"
"Farringtonite","Farringtonite","Mg3(PO4)2","Frt"
"Fassinaite","Fassinaite","Pb2(CO3)(S2O3)","Fas"
"Faujasite-Ca","Faujasite-Ca","(Ca,Na,Mg)2(Si,Al)12O24·15H2O","Fau-Ca"
"Faujasite-Mg","Faujasite-Mg","(Mg,Na,K,Ca)2(Si,Al)12O24·15H2O","Fau-Mg"
"Faujasite-Na","Faujasite-Na","(Na,Ca,Mg)2(Si,Al)12O24·15H2O","Fau-Na"
"Faustite","Faustite","ZnAl6(PO4)4(OH)8·4H2O","Fst"
"Favreauite","Favreauite","PbBiCu6O4(SeO3)4(OH)·H2O","Fav"
"Fayalite","Fayalite","Fe2+2(SiO4)","Fa"
"Fedorite","Fedorite","(K,Na)2.5(Ca,Na)7Si16O38(OH,F)2·3.5H2O","Fdr"
"Fedorovskite","Fedorovskite","Ca2Mg2B4O7(OH)6","Fdo"
"Fedotovite","Fedotovite","K2Cu3O(SO4)3","Fdt"
"Fehrite","Fehrite","MgCu4(SO4)2(OH)6·6H2O","Feh"
"Feiite","Feiite","Fe2+2(Fe2+Ti4+)O5","Fei"
"Feinglosite","Feinglosite","Pb2Zn(AsO4)2·H2O","Fgl"
"Feitknechtite","Feitknechtite","Mn3+O(OH)","Fkn"
"Feklichevite","Feklichevite","Na11Ca9(Fe3+,Fe2+)2Zr3Nb(Si25O73)(OH,H2O,Cl,O)5","Fek"
"Felbertalite","Felbertalite","Cu2Pb6Bi8S19","Fbt"
"Felsőbányaite","Felsobanyaite","Al4(SO4)(OH)10·4H2O","Fsb"
"Fenaksite","Fenaksite","KNaFe2+Si4O10","Fnk"
"Fencooperite","Fencooperite","Ba6Fe3+3Si8O23(CO3)2Cl3·H2O","Fco"
"Fengchengite","Fengchengite","Na12[box]3Ca6Fe3+3Zr3Si(Si25O73)(H2O)3(OH)2","Fcg"
"Feodosiyite","Feodosiyite","Cu11Mg2Cl18(OH)8·16H2O","Fdy"
"Ferberite","Ferberite","Fe2+(WO4)","Feb"
"Ferchromide","Ferchromide","Cr1.5Fe0.2","Fcr"
"Ferdowsiite","Ferdowsiite","Ag8(Sb5As3)S16","Fdw"
"Fergusonite-(Ce)","Fergusonite-(Ce)","CeNbO4·0.3H2O","Fgs-Ce"
"Fergusonite-(Ce)-β","Fergusonite-(Ce)-beta","CeNbO4","Fgs-Ce-β"
"Fergusonite-(Nd)-β","Fergusonite-(Nd)-beta","NdNbO4","Fgs-Nd-β"
"Fergusonite-(Y)","Fergusonite-(Y)","YNbO4","Fgs-Y"
"Fergusonite-(Y)-β","Fergusonite-(Y)-beta","YNbO4","Fgs-Y-β"
"Ferhodsite","Ferhodsite","(Fe,Rh,Ni,Ir,Cu,Co,Pt)9-xS8","Frh"
"Fermiite","Fermiite","Na4(UO2)(SO4)3·3H2O","Fmi"
"Fernandinite","Fernandinite","(Ca,Na,K)0.9(V5+,V4+,Fe2+,Ti)8O20·4H2O","Frn"
"Feroxyhyte","Feroxyhyte","Fe3+O(OH)","Fox"
"Ferraioloite","Ferraioloite","MgMn2+4(Fe2+0.5Al0.5)4Zn4(PO4)8(OH)4(H2O)20","Frl"
"Ferrarisite","Ferrarisite","Ca5(AsO3OH)2(AsO4)2·9H2O","Fer"
"Ferriakasakaite-(Ce)","Ferriakasakaite-(Ce)","CaCeFe3+AlMn2+(Si2O7)(SiO4)O(OH)","Fak-Ce"
"Ferriakasakaite-(La)","Ferriakasakaite-(La)","CaLaFe3+AlMn2+(Si2O7)(SiO4)O(OH)","Fak-La"
"Ferriallanite-(Ce)","Ferriallanite-(Ce)","CaCe(Fe3+AlFe2+)[Si2O7][SiO4]O(OH)","Faln-Ce"
"Ferriallanite-(La)","Ferriallanite-(La)","CaLa(Fe3+AlFe2+)[Si2O7][SiO4]O(OH)","Faln-La"
"Ferriandrosite-(La)","Ferriandrosite-(La)","MnLaFe3+AlMn2+(Si2O7)(SiO4)O(OH)","Fea-La"
"Ferribushmakinite","Ferribushmakinite","Pb2Fe3+(PO4)(VO4)(OH)","Fbmk"
"Ferricerite-(La)","Ferricerite-(La)","(La,Ce,Ca)9Fe3+(SiO4)3(SiO3OH)4(OH)3","Fecrt-La"
"Ferricopiapite","Ferricopiapite","Fe3+0.67Fe3+4(SO4)6(OH)2·20H2O","Fcpi"
"Ferricoronadite","Ferricoronadite","Pb(Mn4+6Fe3+2)O16","Fcor"
"Ferrierite-K","Ferrierite-K","(K,Na)5(Si31Al5)O72·18H2O","Frr-K"
"Ferrierite-Mg","Ferrierite-Mg","[Mg2(K,Na)2Ca0.5](Si29Al7)O72·18H2O","Frr-Mg"
"Ferrierite-Na","Ferrierite-Na","(Na,K)5(Si31Al5)O72·18H2O","Frr-Na"
"Ferrierite-NH<sub>4</sub>","Ferrierite-NH4","(NH4,Mg0.5)5(Al5Si31O72)·22H2O","Frr-NH4"
"Ferri-fluoro-katophorite","Ferri-fluoro-katophorite","Na(NaCa)(Mg4Fe3+)(Si7Al)O22F2","Fflktp"
"Ferri-fluoro-leakeite","Ferri-fluoro-leakeite","NaNa2(Mg2Fe3+2Li)Si8O22F2","Ffllk"
"Ferri-ghoseite","Ferri-ghoseite","[box](NaMn2+)(Mg4Fe3+)Si8O22(OH)2","Fgh"
"Ferri-hellandite-(Ce)","Ferri-hellandite-(Ce)","(Ca3Ce)Ce2Fe3+2B4Si4O22(OH)2","Fhld-Ce"
"Ferrihollandite","Ferrihollandite","Ba(Mn4+6Fe3+2)O16","Fhol"
"Ferrihydrite","Ferrihydrite","Fe3+10O14(OH)2","Fhy"
"Ferri-kaersutite","Ferri-kaersutite","NaCa2(Mg3Fe3+Ti)(Si6Al2)O22O2","Fkrs"
"Ferri-katophorite","Ferri-katophorite","Na(NaCa)(Mg4Fe3+)(Si7Al)O22(OH)2","Fktp"
"Ferri-leakeite","Ferri-leakeite","NaNa2(Mg2Fe3+2Li)Si8O22(OH)2","Flk"
"Ferrilotharmeyerite","Ferrilotharmeyerite","CaZnFe3+(AsO4)2(OH)·H2O","Flmy"
"Ferrimolybdite","Ferrimolybdite","Fe3+2(Mo6+O4)3·7H2O","Fmyb"
"Ferri-mottanaite-(Ce)","Ferri-mottanaite-(Ce)","Ca4Ce2Fe3+(Be1.5[box]0.5)[Si4B4O22]O2","Fmot-Ce"
"Ferrinatrite","Ferrinatrite","Na3Fe3+(SO4)3·3H2O","Fnat"
"Ferri-obertiite","Ferri-obertiite","NaNa2(Mg3Fe3+Ti)Si8O22O2","Fob"
"Ferri-pedrizite","Ferri-pedrizite","NaLi2(Mg2Fe3+2Li)Si8O22(OH)2","Fpd"
"Ferriperbøeite-(Ce)","Ferriperboeite-(Ce)","(CaCe3)(Fe3+Al2Fe2+)(Si2O7)(SiO4)3O(OH)2","Fpbø-Ce"
"Ferriperbøeite-(La)","Ferriperboeite-(La)","(CaLa3)(Fe3+Al2Fe2+)[Si2O7][SiO4]3O(OH)2","Fpbø-La"
"Ferriprehnite","Ferriprehnite","Ca2Fe3+(AlSi3)O10(OH)2","Fprh"
"Ferripyrophyllite","Ferripyrophyllite","Fe3+Si2O5(OH)","Fprl"
"Ferrirockbridgeite","Ferrirockbridgeite","(Fe3+0.67[box]0.33)2(Fe3+)3(PO4)3(OH)4(H2O)","Frck"
"Ferrisanidine","Ferrisanidine","K(Fe3+Si3O8)","Fsa"
"Ferrisepiolite","Ferrisepiolite","(Fe3+,Fe2+,Mg)4[(Si,Fe3+)6O15](O,OH)2·6H2O","Fsep"
"Ferrisicklerite","Ferrisicklerite","Li1-x(Fe3+,Mn2+)(PO4)","Fsik"
"Ferristrunzite","Ferristrunzite","Fe3+Fe3+2(PO4)2(OH)3·5H2O","Fstz"
"Ferrisurite","Ferrisurite","Pb2.4Fe3+2Si4O10(CO3)1.7(OH)3·nH2O","Fsur"
"Ferrisymplesite","Ferrisymplesite","Fe3+3(AsO4)2(OH)3·5H2O","Fsym"
"Ferri-taramite","Ferri-taramite","Na(NaCa)(Mg3Fe3+2)(Si6Al2)O22(OH)2","Fi-trm"
"Ferrivauxite","Ferrivauxite","Fe3+Al2(PO4)2(OH)3·5H2O","Fvx"
"Ferri-winchite","Ferri-winchite","[box](NaCa)(Mg4Fe3+)Si8O22(OH)2","Fwnc"
"Ferro-actinolite","Ferro-actinolite","[box]Ca2(Mg2.5-0.0Fe2+2.5-5.0)Si8O22(OH)2","Fact"
"Ferroalluaudite","Ferroalluaudite","NaFe2+Fe3+2(PO4)3","Fald"
"Ferroaluminoceladonite","Ferroaluminoceladonite","KFe2+AlSi4O10(OH)2","Facel"
"Ferro-anthophyllite","Ferro-anthophyllite","[box]Fe2+2Fe2+5Si8O22(OH)2","Fath"
"Ferroberaunite","Ferroberaunite","Fe2+Fe3+5(PO4)4(OH)5·6H2O","Fbru"
"Ferrobobfergusonite","Ferrobobfergusonite","[box]Na2Fe2+5Fe3+Al(PO4)6","Fbfg"
"Ferrobustamite","Ferrobustamite","CaFe2+Si2O6","Fbst"
"Ferrocarpholite","Ferrocarpholite","Fe2+Al2Si2O6(OH)4","Fcar"
"Ferroceladonite","Ferroceladonite","KFe2+Fe3+Si4O10(OH)2","Fcel"
"Ferrochiavennite","Ferrochiavennite","Ca1-2Fe[(Si,Al,Be)5Be2O13(OH)2]·2H2O","Fcve"
"Ferro-edenite","Ferro-edenite","NaCa2Fe2+5(Si7Al)O22(OH)2","Fed"
"Ferroefremovite","Ferroefremovite","(NH4)2Fe2+2(SO4)3","Fefr"
"Ferroericssonite","Ferroericssonite","BaFe2+2Fe3+(Si2O7)O(OH)","Fers"
"Ferro-ferri-fluoro-leakeite","Ferro-ferri-fluoro-leakeite","NaNa2(Fe2+2Fe3+2Li)Si8O22F2","Fffllk"
"Ferro-ferri-hornblende","Ferro-ferri-hornblende","[box]Ca2(Fe2+4Fe3+)(Si7Al)O22(OH)2","Ffhbl"
"Ferro-ferri-katophorite","Ferro-ferri-katophorite","Na(NaCa)(Fe2+4Fe3+)(Si7Al)O22(OH)2","Ffktp"
"Ferro-ferri-nybøite","Ferro-ferri-nyboite","NaNa2(Fe2+3Fe3+2)(Si7Al)O22(OH)2","Ffnyb"
"Ferro-ferri-obertiite","Ferro-ferri-obertiite","NaNa2(Fe2+3Fe3+Ti)Si8O22O2","Ffob"
"Ferro-ferri-pedrizite","Ferro-ferri-pedrizite","NaLi2(Fe2+2Fe3+2Li)Si8O22(OH)2","Ffpd"
"Ferrofettelite","Ferrofettelite","[Ag6As2S7][Ag10FeAs2S8]",""
"Ferro-fluoro-edenite","Ferro-fluoro-edenite","NaCa2Fe2+5(Si7AlO22)F2","Ffed"
"Ferro-fluoro-pedrizite","Ferro-fluoro-pedrizite","NaLi2(Fe2+2Al2Li)Si8O22F2","Fflpd"
"Ferro-gedrite","Ferro-gedrite","[box]Fe2+2(Fe2+3Al2)(Si6Al2)O22(OH)2","Fged"
"Ferro-glaucophane","Ferro-glaucophane","[box]Na2(Fe2+3Al2)Si8O22(OH)2","Fgln"
"Ferrohexahydrite","Ferrohexahydrite","Fe2+(SO4)·6H2O","Fhhy"
"Ferrohögbomite-2N2S","Ferrohogbomite-2N2S","(Fe,Mg,Zn,Al)3(Al,Ti,Fe)8O15(OH)","Fhög-2N2S"
"Ferro-holmquistite","Ferro-holmquistite","[box]Li2(Fe2+3Al2)Si8O22(OH)2","Fhlm"
"Ferro-hornblende","Ferro-hornblende","[box]Ca2(Fe2+4Al)(Si7Al)O22(OH)2","Fhbl"
"Ferroindialite","Ferroindialite","(Fe2+,Mg)2Al4Si5O18","Find"
"Ferro-katophorite","Ferro-katophorite","Na(NaCa)(Fe2+4Al)(Si7Al)O22(OH)2","Foktp"
"Ferrokentbrooksite","Ferrokentbrooksite","Na15Ca6Fe2+3Zr3Nb(Si25O73)(O,OH,H2O)3(F,Cl)2","Fktb"
"Ferrokësterite","Ferrokesterite","Cu2FeSnS4","Fkës"
"Ferrokinoshitalite","Ferrokinoshitalite","BaFe2+3(Si2Al2)O10(OH)2","Fkns"
"Ferrolaueite","Ferrolaueite","Fe2+Fe3+2(PO4)2(OH)2·8H2O","Flae"
"Ferromerrillite","Ferromerrillite","Ca9NaFe2+(PO4)7","Fmer"
"Ferronickelplatinum","Ferronickelplatinum","Pt2FeNi","Fnpt"
"Ferronigerite-2<i>N</i>1S","Ferronigerite-2N1S","(Al,Fe,Zn)2(Al,Sn)6O11(OH)","Fng-2N1S"
"Ferronigerite-6<i>N</i>6S","Ferronigerite-6N6S","(Al,Fe,Zn)3(Al,Sn,Fe)8O15(OH)","Fng-6N6S"
"Ferronordite-(Ce)","Ferronordite-(Ce)","Na3SrCeFe2+Si6O17","Fnor-Ce"
"Ferronordite-(La)","Ferronordite-(La)","Na3SrLaFe2+Si6O17","Fnor-La"
"Ferro-papikeite","Ferro-papikeite","NaFe2+2(Fe2+3Al2)(Si5Al3)O22(OH)2","Fpa"
"Ferro-pargasite","Ferro-pargasite","NaCa2(Fe2+4Al)(Si6Al2)O22(OH)2","Fprg"
"Ferro-pedrizite","Ferro-pedrizite","NaLi2(Fe2+2Al2Li)Si8O22(OH)2","Fopd"
"Ferroqingheiite","Ferroqingheiite","Na2Fe2+MgAl(PO4)3","Qin-Fe2+"
"Ferrorhodonite","Ferrorhodonite","CaMn3Fe(Si5O15)","Frdn"
"Ferro-richterite","Ferro-richterite","Na(NaCa)Fe2+5Si8O22(OH)2","Frct"
"Ferrorockbridgeite","Ferrorockbridgeite","(Fe2+,Mn2+)2Fe3+3(PO4)3(OH)4(H2O)","Forck"
"Ferrorosemaryite","Ferrorosemaryite","[box]NaFe2+(Fe3+Al)(PO4)3","Frmy"
"Ferrosaponite","Ferrosaponite","Ca0.3(Fe2+,Mg,Fe3+)3(Si,Al)4O10(OH)2·4H2O","Fsap"
"Ferroselite","Ferroselite","FeSe2","Fse"
"Ferrosilite","Ferrosilite","Fe2+2Si2O6","Fs"
"Ferroskutterudite","Ferroskutterudite","FeAs3","Fskt"
"Ferrostalderite","Ferrostalderite","CuFe2TlAs2S6","Fstd"
"Ferrostrunzite","Ferrostrunzite","Fe2+Fe3+2(PO4)2(OH)2·6H2O","Fostz"
"Ferrotaaffeite-2<i>N</i>'2S","Ferrotaaffeite-2N2S","(Fe2+,Mg,Zn)3Al8BeO16","Ftf-2N'2S"
"Ferrotaaffeite-6<i>N</i>'3S","Ferrotaaffeite-6N3S","BeFe2+2Al6O12","Ftf-6N'3S"
"Ferro-taramite","Ferro-taramite","Na(NaCa)(Fe2+3Al2)(Si6Al2)O22(OH)2","Ftrm"
"Ferrotitanowodginite","Ferrotitanowodginite","Fe2+TiTa2O8","Ftwdg"
"Ferrotochilinite","Ferrotochilinite","FeS·≈0.85[Fe(OH)2]","Ftch"
"Ferro-tschermakite","Ferro-tschermakite","[box]Ca2(Fe2+3Al2)(Si6Al2)O22(OH)2","Fts"
"Ferrotychite","Ferrotychite","Na6Fe2+2(CO3)4(SO4)","Ftyc"
"Ferrovalleriite","Ferrovalleriite","2[(Fe,Cu)S]·1.53[(Fe,Al,Mg)(OH)2]","Fval"
"Ferrovorontsovite","Ferrovorontsovite","(Fe5Cu)TlAs4S12","Fvor"
"Ferrowodginite","Ferrowodginite","Fe2+Sn4+Ta2O8","Fwdg"
"Ferrowyllieite","Ferrowyllieite","NaNaFe2+(Fe2+Al)(PO4)3","Fwyl"
"Ferruccite","Ferruccite","NaBF4","Fru"
"Fersmanite","Fersmanite","Ca4(Na,Ca)4(Ti,Nb)4(Si2O7)2O8F3","Fsn"
"Fersmite","Fersmite","(Ca,Ce,Na)(Nb,Ta,Ti)2(O,OH,F)6","Fsm"
"Feruvite","Feruvite","CaFe2+3(Al5Mg)(Si6O18)(BO3)3(OH)3(OH)","Fuvt"
"Fervanite","Fervanite","Fe3+4V5+4O16·5H2O","Fvn"
"Fetiasite","Fetiasite","(Fe2+,Fe3+,Ti4+)3O2As3+2O5","Fet"
"Fettelite","Fettelite","[Ag6As2S7][Ag10HgAs2S8]","Ftt"
"Feynmanite","Feynmanite","Na(UO2)(SO4)(OH)·3.5H2O","Fey"
"Fianelite","Fianelite","Mn2+2V2O7·2H2O","Fnl"
"Fibroferrite","Fibroferrite","Fe3+(SO4)(OH)·5H2O","Ffr"
"Fichtelite","Fichtelite","C19H34","Fic"
"Fiedlerite","Fiedlerite","Pb3Cl4F(OH)·H2O","Fie"
"Fiemmeite","Fiemmeite","Cu2(C2O4)(OH)2·2H2O","Fmm"
"Filatovite","Filatovite","K(Al,Zn)2(As,Si)2O8","Ftv"
"Filipstadite","Filipstadite","(Fe3+0.5Sb5+0.5)Mn2+2O4","Fps"
"Fillowite","Fillowite","Na2CaMn2+7(PO4)6","Fil"
"Finchite","Finchite","Sr(UO2)2(V2O8)·5H2O","Fin"
"Fingerite","Fingerite","Cu11O2(VO4)6","Fgr"
"Finnemanite","Finnemanite","Pb5(As3+O3)3Cl","Fnn"
"Fischesserite","Fischesserite","Ag3AuSe2","Fis"
"Fivegite","Fivegite","K4Ca2[AlSi7O17(O2-x(OH)x)][(H2O)2-x(OH)x]Cl (x = 0-2)","Fiv"
"Fizélyite","Fizelyite","Ag5Pb14Sb21S48","Fiz"
"Flaggite","Flaggite","Pb4Cu2+4Te6+2(SO4)2O11(OH)2(H2O)","Flg"
"Flagstaffite","Flagstaffite","C10H22O3","Fsf"
"Flamite","Flamite","Ca8-x(Na,K)x(SiO4)4-x(PO4)x","Fmt"
"Fleetite","Fleetite","Cu2RhIrSb2","Fle"
"Fleischerite","Fleischerite","Pb3Ge(SO4)2(OH)6·3H2O","Fsh"
"Fleisstalite","Fleisstalite","Fe2+(SO3)·3H2O","Fss"
"Fletcherite","Fletcherite","CuNi2S4","Ftc"
"Flinkite","Flinkite","Mn2+2Mn3+(AsO4)(OH)4","Fln"
"Flinteite","Flinteite","K2ZnCl4","Fnt"
"Florencite-(Ce)","Florencite-(Ce)","CeAl3(PO4)2(OH)6","Flo-Ce"
"Florencite-(La)","Florencite-(La)","LaAl3(PO4)2(OH)6","Flo-La"
"Florencite-(Nd)","Florencite-(Nd)","NdAl3(PO4)2(OH)6","Flo-Nd"
"Florencite-(Sm)","Florencite-(Sm)","SmAl3(PO4)2(OH)6","Flo-Sm"
"Florenskyite","Florenskyite","FeTiP","Fsk"
"Florensovite","Florensovite","Cu(Cr1.5Sb0.5)S4","Frs"
"Flörkeite","Florkeite","(K3Ca2Na)[Al8Si8O32]·12H2O","Flö"
"Fluckite","Fluckite","CaMn2+(AsO3OH)2·2H2O","Fck"
"Fluellite","Fluellite","Al2(PO4)F2(OH)·7H2O","Fll"
"Fluoborite","Fluoborite","Mg3(BO3)F3","Fbo"
"Fluocerite-(Ce)","Fluocerite-(Ce)","CeF3","Fcrt-Ce"
"Fluocerite-(La)","Fluocerite-(La)","LaF3","Fcrt-La"
"Fluorannite","Fluorannite","KFe2+3(Si3Al)O10F2","Fann"
"Fluorapatite","Fluorapatite","Ca5(PO4)3F","Fap"
"Fluorapophyllite-(Cs)","Fluorapophyllite-(Cs)","CsCa4(Si8O20)F(H2O)8","Fapo-Cs"
"Fluorapophyllite-(K)","Fluorapophyllite-(K)","KCa4Si8O20F·8H2O","Fapo-K"
"Fluorapophyllite-(Na)","Fluorapophyllite-(Na)","NaCa4Si8O20F·8H2O","Fapo-Na"
"Fluorapophyllite-(NH_4_)","Fluorapophyllite-(NH4)","(NH4)Ca4(Si8O20)F·8H2O","Fapo-NH4"
"Fluorarrojadite-(BaFe)","Fluorarrojadite-(BaFe)","Na2CaBaFe2+Fe2+13Al(PO4)11(PO3OH)F2","Fajd-BaFe"
"Fluorarrojadite-(BaNa)","Fluorarrojadite-(BaNa)","BaNa4CaFe13Al(PO4)11(PO3OH)F2","Fajd-BaNa"
"Fluorbarytolamprophyllite","Fluorbarytolamprophyllite","(Ba,Sr,K)2[(Na,Fe2+)3TiF2][Ti2(Si2O7)2O2]","Fblmp"
"Fluorbritholite-(Ce)","Fluorbritholite-(Ce)","(Ce,Ca)5(SiO4)3F","Fbri-Ce"
"Fluorbritholite-(Y)","Fluorbritholite-(Y)","(Y,Ca)5(SiO4)3F","Fbri-Y"
"Fluor-buergerite","Fluor-buergerite","NaFe3+3Al6(Si6O18)(BO3)3O3F","Fbu"
"Fluorcalciobritholite","Fluorcalciobritholite","(Ca,REE)5(SiO4,PO4)3F","Fcbri"
"Fluorcalciomicrolite","Fluorcalciomicrolite","(Ca,Na,[box])2Ta2O6F","Fcmic"
"Fluorcalciopyrochlore","Fluorcalciopyrochlore","(Ca,Na)2(Nb,Ti)2O6F","Fcpcl"
"Fluorcalcioroméite","Fluorcalcioromeite","(Ca,Na)2Sb5+2O6F","Fcrm"
"Fluorcanasite","Fluorcanasite","K3Na3Ca5Si12O30F4·H2O","Fcns"
"Fluorcaphite","Fluorcaphite","SrCaCa3(PO4)3F","Fcp"
"Fluorcarletonite","Fluorcarletonite","KNa4Ca4Si8O18(CO3)4F·H2O","Fcto"
"Fluorcarmoite-(BaNa)","Fluorcarmoite-(BaNa)","Ba[box]Na2Na2[box]CaMg13Al(PO4)11(PO3OH)F2","Fcm-BaNa"
"Fluorchegemite","Fluorchegemite","Ca7(SiO4)3F2","Fcgm"
"Fluor-dravite","Fluor-dravite","NaMg3Al6(Si6O18)(BO3)3(OH)3F","Fdrv"
"Fluor-elbaite","Fluor-elbaite","Na(Li1.5Al1.5)Al6(Si6O18)(BO3)3(OH)3F","Felb"
"Fluorellestadite","Fluorellestadite","Ca5(SiO4)1.5(SO4)1.5F","Fel"
"Fluorite","Fluorite","CaF2","Flr"
"Fluorkyuygenite","Fluorkyuygenite","Ca12Al14O32[(H2O)4F2]","Fky"
"Fluorlamprophyllite","Fluorlamprophyllite","(SrNa)Ti2Na3Ti(Si2O7)2O2F2","Flmp"
"Fluor-liddicoatite","Fluor-liddicoatite","Ca(Li2Al)Al6(Si6O18)(BO3)3(OH)3F","Fld"
"Fluorluanshiweiite","Fluorluanshiweiite","KLiAl1.5[box]0.5(Si3.5Al0.5)O10F2","Flw"
"Fluormayenite","Fluormayenite","Ca12Al14O32[[box]4F2]","Fmy"
"Fluornatrocoulsellite","Fluornatrocoulsellite","(Na1.5Ca0.5)(Mg1.5Al0.5)F6F","Fnc"
"Fluornatromicrolite","Fluornatromicrolite","(Na1.5Bi0.5)Ta2O6F","Fnmic"
"Fluornatropyrochlore","Fluornatropyrochlore","(Na,Pb,Ca,REE,U)2Nb2O6F","Fnpcl"
"Fluoro-cannilloite","Fluoro-cannilloite","CaCa2(Mg4Al)(Si5Al3)O22F2","Fca"
"Fluorocronite","Fluorocronite","PbF2","Flc"
"Fluoro-edenite","Fluoro-edenite","NaCa2Mg5(Si7Al)O22F2","Fled"
"Fluorokinoshitalite","Fluorokinoshitalite","BaMg3Al2Si2O10F2","Flkns"
"Fluoro-leakeite","Fluoro-leakeite","NaNa2(Mg2Al2Li)Si8O22F2","Fllk"
"Fluoro-nybøite","Fluoro-nyboite","NaNa2(Mg3Al2)(Si7Al)O22F2","Fnyb"
"Fluoro-pargasite","Fluoro-pargasite","NaCa2(Mg4Al)(Si6Al2)O22F2","Flprg"
"Fluoro-pedrizite","Fluoro-pedrizite","NaLi2(Mg2Al2Li)Si8O22F2","Flpd"
"Fluorophlogopite","Fluorophlogopite","KMg3(Si3Al)O10F2","Fphl"
"Fluoro-richterite","Fluoro-richterite","Na(NaCa)Mg5Si8O22F2","Flrct"
"Fluoro-riebeckite","Fluoro-riebeckite","[box]Na2(Fe2+3Fe3+2)Si8O22F2","Frbk"
"Fluoro-taramite","Fluoro-taramite","Na(NaCa)(Mg3Al2)(Si6Al2)O22F2","Fltrm"
"Fluorotetraferriphlogopite","Fluorotetraferriphlogopite","KMg3Fe3+Si3O10F2","Ftfphl"
"Fluoro-tremolite","Fluoro-tremolite","[box]Ca2Mg5Si8O22F2","Ftr"
"Fluorowardite","Fluorowardite","NaAl3(PO4)2(OH)2F2·2H2O","Fwd"
"Fluorphosphohedyphane","Fluorphosphohedyphane","Ca2Pb3(PO4)3F","Fphdy"
"Fluor-schorl","Fluor-schorl","NaFe2+3Al6(Si6O18)(BO3)3(OH)3F","Fsrl"
"Fluorstrophite","Fluorstrophite","SrCaSr3(PO4)3F","Fstr"
"Fluor-tsilaisite","Fluor-tsilaisite","NaMn2+3Al6(Si6O18)(BO3)3(OH)3F","Ftl"
"Fluor-uvite","Fluor-uvite","CaMg3(Al5Mg)(Si6O18)(BO3)3(OH)3F","Fluvt"
"Fluorvesuvianite","Fluorvesuvianite","Ca19(Al,Mg)13(SiO4)10(Si2O7)4O(F,OH)9","Fves"
"Fluorwavellite","Fluorwavellite","Al3(PO4)2(OH)2F·5H2O","Fwav"
"Flurlite","Flurlite","Zn2+Zn2+3Fe3+(PO4)3(OH)2(H2O)7·2H2O","Flu"
"Foggite","Foggite","CaAl(PO4)(OH)2·H2O","Fgg"
